geneID,v5_gene_id,category,keep_flag,gene_name,annotation
Zm00001eb000710,Zm00001eb000710,GWAS_Protein_Goodman,1,,
Zm00001eb000740,Zm00001eb000740,GWAS_Protein_Goodman,1,,
Zm00001eb000750,Zm00001eb000750,GWAS_Protein_Goodman,1,,
Zm00001eb000760,Zm00001eb000760,GWAS_Protein_Goodman,1,,
Zm00001eb000210,Zm00001eb000210,GWAS_Protein_Goodman,1,,
Zm00001eb000220,Zm00001eb000220,GWAS_Protein_Goodman,1,,
Zm00001eb000230,Zm00001eb000230,GWAS_Protein_Goodman,1,,
Zm00001eb000240,Zm00001eb000240,GWAS_Protein_Goodman,1,,
Zm00001eb028570,Zm00001eb028570,GWAS_Protein_Goodman,1,,
Zm00001eb033240,Zm00001eb033240,GWAS_Protein_Goodman,1,,
Zm00001eb012390,Zm00001eb012390,GWAS_Protein_Goodman,1,,
Zm00001eb012410,Zm00001eb012410,GWAS_Protein_Goodman,1,,
Zm00001eb012430,Zm00001eb012430,GWAS_Protein_Goodman,1,,
Zm00001eb056440,Zm00001eb056440,GWAS_Protein_Goodman,1,,
Zm00001eb056450,Zm00001eb056450,GWAS_Protein_Goodman,1,,
Zm00001eb056480,Zm00001eb056480,GWAS_Protein_Goodman,1,,
Zm00001eb056490,Zm00001eb056490,GWAS_Protein_Goodman,1,,
Zm00001eb056510,Zm00001eb056510,GWAS_Protein_Goodman,1,,
Zm00001eb042130,Zm00001eb042130,GWAS_Protein_Goodman,1,,
Zm00001eb020860,Zm00001eb020860,GWAS_Protein_Goodman,1,,
Zm00001eb040790,Zm00001eb040790,GWAS_Protein_Goodman,1,,
Zm00001eb028170,Zm00001eb028170,GWAS_Protein_Goodman,1,,
Zm00001eb029380,Zm00001eb029380,GWAS_Protein_Goodman,1,,
Zm00001eb029390,Zm00001eb029390,GWAS_Protein_Goodman,1,,
Zm00001eb031330,Zm00001eb031330,GWAS_Protein_Goodman,1,,
Zm00001eb031340,Zm00001eb031340,GWAS_Protein_Goodman,1,,
Zm00001eb030960,Zm00001eb030960,GWAS_Protein_Goodman,1,,
Zm00001eb012610,Zm00001eb012610,GWAS_Protein_Goodman,1,,
Zm00001eb012660,Zm00001eb012660,GWAS_Protein_Goodman,1,,
Zm00001eb019420,Zm00001eb019420,GWAS_Protein_Goodman,1,,
Zm00001eb019440,Zm00001eb019440,GWAS_Protein_Goodman,1,,
Zm00001eb016670,Zm00001eb016670,GWAS_Protein_Goodman,1,,
Zm00001eb037680,Zm00001eb037680,GWAS_Protein_Goodman,1,,
Zm00001eb037690,Zm00001eb037690,GWAS_Protein_Goodman,1,,
Zm00001eb004320,Zm00001eb004320,GWAS_Protein_Goodman,1,,
Zm00001eb004340,Zm00001eb004340,GWAS_Protein_Goodman,1,,
Zm00001eb004370,Zm00001eb004370,GWAS_Protein_Goodman,1,,
Zm00001eb004390,Zm00001eb004390,GWAS_Protein_Goodman,1,,
Zm00001eb004400,Zm00001eb004400,GWAS_Protein_Goodman,1,,
Zm00001eb004410,Zm00001eb004410,GWAS_Protein_Goodman,1,,
Zm00001eb004420,Zm00001eb004420,GWAS_Protein_Goodman,1,,
Zm00001eb026120,Zm00001eb026120,GWAS_Protein_Goodman,1,,
Zm00001eb016720,Zm00001eb016720,GWAS_Protein_Goodman,1,,
Zm00001eb016740,Zm00001eb016740,GWAS_Protein_Goodman,1,,
Zm00001eb002320,Zm00001eb002320,GWAS_Protein_Goodman,1,,
Zm00001eb023780,Zm00001eb023780,GWAS_Protein_Goodman,1,,
Zm00001eb031680,Zm00001eb031680,GWAS_Protein_Goodman,1,,
Zm00001eb031690,Zm00001eb031690,GWAS_Protein_Goodman,1,,
Zm00001eb040760,Zm00001eb040760,GWAS_Protein_Goodman,1,,
Zm00001eb040770,Zm00001eb040770,GWAS_Protein_Goodman,1,,
Zm00001eb041290,Zm00001eb041290,GWAS_Protein_Goodman,1,,
Zm00001eb017730,Zm00001eb017730,GWAS_Protein_Goodman,1,,
Zm00001eb017780,Zm00001eb017780,GWAS_Protein_Goodman,1,,
Zm00001eb017800,Zm00001eb017800,GWAS_Protein_Goodman,1,,
Zm00001eb017830,Zm00001eb017830,GWAS_Protein_Goodman,1,,
Zm00001eb033740,Zm00001eb033740,GWAS_Protein_Goodman,1,,
Zm00001eb028810,Zm00001eb028810,GWAS_Protein_Goodman,1,,
Zm00001eb028820,Zm00001eb028820,GWAS_Protein_Goodman,1,,
Zm00001eb001810,Zm00001eb001810,GWAS_Protein_Goodman,1,,
Zm00001eb001820,Zm00001eb001820,GWAS_Protein_Goodman,1,,
Zm00001eb001830,Zm00001eb001830,GWAS_Protein_Goodman,1,,
Zm00001eb001840,Zm00001eb001840,GWAS_Protein_Goodman,1,,
Zm00001eb001860,Zm00001eb001860,GWAS_Protein_Goodman,1,,
Zm00001eb001870,Zm00001eb001870,GWAS_Protein_Goodman,1,,
Zm00001eb001880,Zm00001eb001880,GWAS_Protein_Goodman,1,,
Zm00001eb001890,Zm00001eb001890,GWAS_Protein_Goodman,1,,
Zm00001eb001900,Zm00001eb001900,GWAS_Protein_Goodman,1,,
Zm00001eb001910,Zm00001eb001910,GWAS_Protein_Goodman,1,,
Zm00001eb021890,Zm00001eb021890,GWAS_Protein_Goodman,1,,
Zm00001eb021900,Zm00001eb021900,GWAS_Protein_Goodman,1,,
Zm00001eb021940,Zm00001eb021940,GWAS_Protein_Goodman,1,,
Zm00001eb038650,Zm00001eb038650,GWAS_Protein_Goodman,1,,
Zm00001eb017520,Zm00001eb017520,GWAS_Protein_Goodman,1,,
Zm00001eb017550,Zm00001eb017550,GWAS_Protein_Goodman,1,,
Zm00001eb017560,Zm00001eb017560,GWAS_Protein_Goodman,1,,
Zm00001eb017600,Zm00001eb017600,GWAS_Protein_Goodman,1,,
Zm00001eb002010,Zm00001eb002010,GWAS_Protein_Goodman,1,,
Zm00001eb002040,Zm00001eb002040,GWAS_Protein_Goodman,1,,
Zm00001eb002060,Zm00001eb002060,GWAS_Protein_Goodman,1,,
Zm00001eb039530,Zm00001eb039530,GWAS_Protein_Goodman,1,,
Zm00001eb039540,Zm00001eb039540,GWAS_Protein_Goodman,1,,
Zm00001eb039550,Zm00001eb039550,GWAS_Protein_Goodman,1,,
Zm00001eb039560,Zm00001eb039560,GWAS_Protein_Goodman,1,,
Zm00001eb039590,Zm00001eb039590,GWAS_Protein_Goodman,1,,
Zm00001eb039610,Zm00001eb039610,GWAS_Protein_Goodman,1,,
Zm00001eb041190,Zm00001eb041190,GWAS_Protein_Goodman,1,,
Zm00001eb016760,Zm00001eb016760,GWAS_Protein_Goodman,1,,
Zm00001eb016780,Zm00001eb016780,GWAS_Protein_Goodman,1,,
Zm00001eb016800,Zm00001eb016800,GWAS_Protein_Goodman,1,,
Zm00001eb041900,Zm00001eb041900,GWAS_Protein_Goodman,1,,
Zm00001eb041910,Zm00001eb041910,GWAS_Protein_Goodman,1,,
Zm00001eb020590,Zm00001eb020590,GWAS_Protein_Goodman,1,,
Zm00001eb020600,Zm00001eb020600,GWAS_Protein_Goodman,1,,
Zm00001eb026960,Zm00001eb026960,GWAS_Protein_Goodman,1,,
Zm00001eb019830,Zm00001eb019830,GWAS_Protein_Goodman,1,,
Zm00001eb019840,Zm00001eb019840,GWAS_Protein_Goodman,1,,
Zm00001eb000170,Zm00001eb000170,GWAS_Protein_Goodman,1,,
Zm00001eb000190,Zm00001eb000190,GWAS_Protein_Goodman,1,,
Zm00001eb011300,Zm00001eb011300,GWAS_Protein_Goodman,1,,
Zm00001eb000850,Zm00001eb000850,GWAS_Protein_Goodman,1,,
Zm00001eb000860,Zm00001eb000860,GWAS_Protein_Goodman,1,,
Zm00001eb000870,Zm00001eb000870,GWAS_Protein_Goodman,1,,
Zm00001eb000910,Zm00001eb000910,GWAS_Protein_Goodman,1,,
Zm00001eb005360,Zm00001eb005360,GWAS_Protein_Goodman,1,,
Zm00001eb005370,Zm00001eb005370,GWAS_Protein_Goodman,1,,
Zm00001eb005380,Zm00001eb005380,GWAS_Protein_Goodman,1,,
Zm00001eb005390,Zm00001eb005390,GWAS_Protein_Goodman,1,,
Zm00001eb005400,Zm00001eb005400,GWAS_Protein_Goodman,1,,
Zm00001eb025500,Zm00001eb025500,GWAS_Protein_Goodman,1,,
Zm00001eb025510,Zm00001eb025510,GWAS_Protein_Goodman,1,,
Zm00001eb027810,Zm00001eb027810,GWAS_Protein_Goodman,1,,
Zm00001eb004780,Zm00001eb004780,GWAS_Protein_Goodman,1,,
Zm00001eb004790,Zm00001eb004790,GWAS_Protein_Goodman,1,,
Zm00001eb005630,Zm00001eb005630,GWAS_Protein_Goodman,1,,
Zm00001eb005640,Zm00001eb005640,GWAS_Protein_Goodman,1,,
Zm00001eb005660,Zm00001eb005660,GWAS_Protein_Goodman,1,,
Zm00001eb005670,Zm00001eb005670,GWAS_Protein_Goodman,1,,
Zm00001eb005690,Zm00001eb005690,GWAS_Protein_Goodman,1,,
Zm00001eb002610,Zm00001eb002610,GWAS_Protein_Goodman,1,,
Zm00001eb002620,Zm00001eb002620,GWAS_Protein_Goodman,1,,
Zm00001eb002640,Zm00001eb002640,GWAS_Protein_Goodman,1,,
Zm00001eb002660,Zm00001eb002660,GWAS_Protein_Goodman,1,,
Zm00001eb005020,Zm00001eb005020,GWAS_Protein_Goodman,1,,
Zm00001eb005030,Zm00001eb005030,GWAS_Protein_Goodman,1,,
Zm00001eb005060,Zm00001eb005060,GWAS_Protein_Goodman,1,,
Zm00001eb005070,Zm00001eb005070,GWAS_Protein_Goodman,1,,
Zm00001eb034180,Zm00001eb034180,GWAS_Protein_Goodman,1,,
Zm00001eb033100,Zm00001eb033100,GWAS_Protein_Goodman,1,,
Zm00001eb033110,Zm00001eb033110,GWAS_Protein_Goodman,1,,
Zm00001eb033120,Zm00001eb033120,GWAS_Protein_Goodman,1,,
Zm00001eb033130,Zm00001eb033130,GWAS_Protein_Goodman,1,,
Zm00001eb033140,Zm00001eb033140,GWAS_Protein_Goodman,1,,
Zm00001eb029690,Zm00001eb029690,GWAS_Protein_Goodman,1,,
Zm00001eb029710,Zm00001eb029710,GWAS_Protein_Goodman,1,,
Zm00001eb006890,Zm00001eb006890,GWAS_Protein_Goodman,1,,
Zm00001eb006910,Zm00001eb006910,GWAS_Protein_Goodman,1,,
Zm00001eb046100,Zm00001eb046100,GWAS_Protein_Goodman,1,,
Zm00001eb017630,Zm00001eb017630,GWAS_Protein_Goodman,1,,
Zm00001eb017660,Zm00001eb017660,GWAS_Protein_Goodman,1,,
Zm00001eb004430,Zm00001eb004430,GWAS_Protein_Goodman,1,,
Zm00001eb004440,Zm00001eb004440,GWAS_Protein_Goodman,1,,
Zm00001eb004490,Zm00001eb004490,GWAS_Protein_Goodman,1,,
Zm00001eb041980,Zm00001eb041980,GWAS_Protein_Goodman,1,,
Zm00001eb015750,Zm00001eb015750,GWAS_Protein_Goodman,1,,
Zm00001eb054430,Zm00001eb054430,GWAS_Protein_Goodman,1,,
Zm00001eb002570,Zm00001eb002570,GWAS_Protein_Goodman,1,,
Zm00001eb030760,Zm00001eb030760,GWAS_Protein_Goodman,1,,
Zm00001eb040310,Zm00001eb040310,GWAS_Protein_Goodman,1,,
Zm00001eb000550,Zm00001eb000550,GWAS_Protein_Goodman,1,,
Zm00001eb007320,Zm00001eb007320,GWAS_Protein_Goodman,1,,
Zm00001eb007440,Zm00001eb007440,GWAS_Protein_Goodman,1,,
Zm00001eb007490,Zm00001eb007490,GWAS_Protein_Goodman,1,,
Zm00001eb007500,Zm00001eb007500,GWAS_Protein_Goodman,1,,
Zm00001eb063660,Zm00001eb063660,GWAS_Protein_Goodman,1,,
Zm00001eb063670,Zm00001eb063670,GWAS_Protein_Goodman,1,,
Zm00001eb063680,Zm00001eb063680,GWAS_Protein_Goodman,1,,
Zm00001eb063690,Zm00001eb063690,GWAS_Protein_Goodman,1,,
Zm00001eb063700,Zm00001eb063700,GWAS_Protein_Goodman,1,,
Zm00001eb028670,Zm00001eb028670,GWAS_Protein_Goodman,1,,
Zm00001eb002170,Zm00001eb002170,GWAS_Protein_Goodman,1,,
Zm00001eb002180,Zm00001eb002180,GWAS_Protein_Goodman,1,,
Zm00001eb002190,Zm00001eb002190,GWAS_Protein_Goodman,1,,
Zm00001eb002200,Zm00001eb002200,GWAS_Protein_Goodman,1,,
Zm00001eb002220,Zm00001eb002220,GWAS_Protein_Goodman,1,,
Zm00001eb002250,Zm00001eb002250,GWAS_Protein_Goodman,1,,
Zm00001eb002260,Zm00001eb002260,GWAS_Protein_Goodman,1,,
Zm00001eb042530,Zm00001eb042530,GWAS_Protein_Goodman,1,,
Zm00001eb042540,Zm00001eb042540,GWAS_Protein_Goodman,1,,
Zm00001eb042570,Zm00001eb042570,GWAS_Protein_Goodman,1,,
Zm00001eb001940,Zm00001eb001940,GWAS_Protein_Goodman,1,,
Zm00001eb001950,Zm00001eb001950,GWAS_Protein_Goodman,1,,
Zm00001eb001960,Zm00001eb001960,GWAS_Protein_Goodman,1,,
Zm00001eb001970,Zm00001eb001970,GWAS_Protein_Goodman,1,,
Zm00001eb001980,Zm00001eb001980,GWAS_Protein_Goodman,1,,
Zm00001eb021650,Zm00001eb021650,GWAS_Protein_Goodman,1,,
Zm00001eb021690,Zm00001eb021690,GWAS_Protein_Goodman,1,,
Zm00001eb021710,Zm00001eb021710,GWAS_Protein_Goodman,1,,
Zm00001eb036930,Zm00001eb036930,GWAS_Protein_Goodman,1,,
Zm00001eb036940,Zm00001eb036940,GWAS_Protein_Goodman,1,,
Zm00001eb004570,Zm00001eb004570,GWAS_Protein_Goodman,1,,
Zm00001eb004590,Zm00001eb004590,GWAS_Protein_Goodman,1,,
Zm00001eb004660,Zm00001eb004660,GWAS_Protein_Goodman,1,,
Zm00001eb004670,Zm00001eb004670,GWAS_Protein_Goodman,1,,
Zm00001eb024450,Zm00001eb024450,GWAS_Protein_Goodman,1,,
Zm00001eb024460,Zm00001eb024460,GWAS_Protein_Goodman,1,,
Zm00001eb025130,Zm00001eb025130,GWAS_Protein_Goodman,1,,
Zm00001eb025140,Zm00001eb025140,GWAS_Protein_Goodman,1,,
Zm00001eb045670,Zm00001eb045670,GWAS_Protein_Goodman,1,,
Zm00001eb045680,Zm00001eb045680,GWAS_Protein_Goodman,1,,
Zm00001eb045690,Zm00001eb045690,GWAS_Protein_Goodman,1,,
Zm00001eb045730,Zm00001eb045730,GWAS_Protein_Goodman,1,,
Zm00001eb042420,Zm00001eb042420,GWAS_Protein_Goodman,1,,
Zm00001eb006590,Zm00001eb006590,GWAS_Protein_Goodman,1,,
Zm00001eb006620,Zm00001eb006620,GWAS_Protein_Goodman,1,,
Zm00001eb060510,Zm00001eb060510,GWAS_Protein_Goodman,1,,
Zm00001eb060520,Zm00001eb060520,GWAS_Protein_Goodman,1,,
Zm00001eb060530,Zm00001eb060530,GWAS_Protein_Goodman,1,,
Zm00001eb060550,Zm00001eb060550,GWAS_Protein_Goodman,1,,
Zm00001eb022820,Zm00001eb022820,GWAS_Protein_Goodman,1,,
Zm00001eb022830,Zm00001eb022830,GWAS_Protein_Goodman,1,,
Zm00001eb061360,Zm00001eb061360,GWAS_Protein_Goodman,1,,
Zm00001eb061370,Zm00001eb061370,GWAS_Protein_Goodman,1,,
Zm00001eb028370,Zm00001eb028370,GWAS_Protein_Goodman,1,,
Zm00001eb035570,Zm00001eb035570,GWAS_Protein_Goodman,1,,
Zm00001eb035580,Zm00001eb035580,GWAS_Protein_Goodman,1,,
Zm00001eb024130,Zm00001eb024130,GWAS_Protein_Goodman,1,,
